YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA PLANTED, LONG GRAIN in ACRES","AREA PLANTED, MEDIUM GRAIN in ACRES","AREA PLANTED, SHORT GRAIN in ACRES","AREA PLANTED in ACRES","AREA HARVESTED, LONG GRAIN in ACRES","AREA HARVESTED, MEDIUM GRAIN in ACRES","AREA HARVESTED in ACRES","AREA HARVESTED, SHORT GRAIN in ACRES","PRODUCTION in $","PRODUCTION, SHORT GRAIN in CWT","PRODUCTION, LONG GRAIN in CWT","PRODUCTION in CWT","PRODUCTION, MEDIUM GRAIN in CWT","YIELD, SHORT GRAIN in LB / ACRE","YIELD, MEDIUM GRAIN in LB / ACRE","YIELD, LONG GRAIN in LB / ACRE","YIELD in LB / ACRE","PRICE RECEIVED in $ / CWT","PRICE RECEIVED, MEDIUM-SHORT GRAIN in $ / CWT","PRICE RECEIVED, LONG GRAIN in $ / CWT","YIELD in LB / NET PLANTED ACRE"
1952,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.9," "," "," "
1952,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","43,000"," "," ","40,000"," ","5,487,000"," "," ","930,000"," "," "," "," ","2,325"," "," "," "," "
1952,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.53," "," "," "
1952,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.8," "," "," "
1952,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6.25," "," "," "
1952,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","343,000"," "," ","337,000"," ","73,194,000"," "," ","11,711,000"," "," "," "," ","3,475"," "," "," "," "
1952,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.82," "," "," "
1952,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","492,000"," "," ","466,000"," ","55,598,000"," "," ","9,553,000"," "," "," "," ","2,050"," "," "," "," "
1952,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","556,000"," "," ","552,000"," ","81,144,000"," "," ","13,800,000"," "," "," "," ","2,500"," "," "," "," "
1953,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.4," "," "," "
1953,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","578,000"," "," ","574,000"," ","81,367,000"," "," ","15,068,000"," "," "," "," ","2,625"," "," "," "," "
1953,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.9," "," "," "
1953,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","3,200"," "," ","3,200"," ","392,000"," "," ","80,000"," "," "," "," ","2,500"," "," "," "," "
1953,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.9," "," "," "
1953,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","54,000"," "," ","51,000"," ","6,370,000"," "," ","1,300,000"," "," "," "," ","2,550"," "," "," "," "
1953,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.01," "," "," "
1953,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","620,000"," "," ","612,000"," ","63,622,000"," "," ","12,699,000"," "," "," "," ","2,075"," "," "," "," "
1953,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.38," "," "," "
1953,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","442,000"," "," ","425,000"," ","66,309,000"," "," ","12,325,000"," "," "," "," ","2,900"," "," "," "," "
1953,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.93," "," "," "
1953,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","507,000"," "," ","494,000"," ","56,015,000"," "," ","11,362,000"," "," "," "," ","2,300"," "," "," "," "
1954,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.14," "," "," "
1954,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","642,000"," "," ","637,000"," ","87,586,000"," "," ","17,040,000"," "," "," "," ","2,675"," "," "," "," "
1954,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","8,000"," "," ","8,000"," ","901,000"," "," ","212,000"," "," "," "," ","2,650"," "," "," "," "
1954,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.5," "," "," "
1954,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","79,000"," "," ","77,000"," ","9,095,000"," "," ","2,021,000"," "," "," "," ","2,625"," "," "," "," "
1954,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.26," "," "," "
1954,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","682,000"," "," ","679,000"," ","67,973,000"," "," ","15,956,000"," "," "," "," ","2,350"," "," "," "," "
1954,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.61," "," "," "
1954,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","504,000"," "," ","477,000"," ","56,076,000"," "," ","12,164,000"," "," "," "," ","2,550"," "," "," "," "
1954,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.25," "," "," "
1954,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","690,000"," "," ","672,000"," ","71,400,000"," "," ","16,800,000"," "," "," "," ","2,500"," "," "," "," "
1954,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.25," "," "," "
1955,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","484,000"," "," ","480,000"," ","75,103,000"," "," ","14,640,000"," "," "," "," ","3,050"," "," "," "," "
1955,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.5," "," "," "
1955,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.03," "," "," "
1955,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","53,000"," "," ","52,000"," ","7,454,000"," "," ","1,482,000"," "," "," "," ","2,850"," "," "," "," "
1955,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.66," "," "," "
1955,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","530,000"," "," ","526,000"," ","68,632,000"," "," ","14,728,000"," "," "," "," ","2,800"," "," "," "," "
1955,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.31," "," "," "
1955,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","336,000"," "," ","329,000"," ","48,919,000"," "," ","11,350,000"," "," "," "," ","3,450"," "," "," "," "
1955,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5," "," "," "
1955,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","438,000"," "," ","434,000"," ","67,810,000"," "," ","13,562,000"," "," "," "," ","3,125"," "," "," "," "
1955,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.13," "," "," "
1955,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","5,400"," "," ","5,400"," ","630,000"," "," ","140,000"," "," "," "," ","2,600"," "," "," "," "
1956,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.44," "," "," "
1956,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","417,000"," "," ","403,000"," ","61,474,000"," "," ","11,687,000"," "," "," "," ","2,900"," "," "," "," "
1956,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.02," "," "," "
1956,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","46,000"," "," ","44,000"," ","6,295,000"," "," ","1,254,000"," "," "," "," ","2,850"," "," "," "," "
1956,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.8," "," "," "
1956,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","456,000"," "," ","450,000"," ","58,320,000"," "," ","12,150,000"," "," "," "," ","2,700"," "," "," "," "
1956,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","4,500"," "," ","4,400"," ","607,000"," "," ","132,000"," "," "," "," ","3,000"," "," "," "," "
1956,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","292,000"," "," ","286,000"," ","53,333,000"," "," ","12,012,000"," "," "," "," ","4,200"," "," "," "," "
1956,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.93," "," "," "
1956,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","387,000"," "," ","382,000"," ","60,264,000"," "," ","12,224,000"," "," "," "," ","3,200"," "," "," "," "
1956,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.26," "," "," "
1956,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.6," "," "," "
1957,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","351,000"," "," ","347,000"," ","60,517,000"," "," ","11,104,000"," "," "," "," ","3,200"," "," "," "," "
1957,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.75," "," "," "
1957,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","4,200"," "," ","3,900"," ","613,000"," "," ","129,000"," "," "," "," ","3,300"," "," "," "," "
1957,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.31," "," "," "
1957,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","32,000"," "," ","31,000"," ","5,268,000"," "," ","992,000"," "," "," "," ","3,200"," "," "," "," "
1957,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.28," "," "," "
1957,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.45," "," "," "
1957,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.48," "," "," "
1957,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","228,000"," "," ","226,000"," ","43,537,000"," "," ","9,718,000"," "," "," "," ","4,300"," "," "," "," "
1957,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.16," "," "," "
1957,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","337,000"," "," ","332,000"," ","53,107,000"," "," ","10,292,000"," "," "," "," ","3,100"," "," "," "," "
1957,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","418,000"," "," ","400,000"," ","56,496,000"," "," ","10,700,000"," "," "," "," ","2,675"," "," "," "," "
1958,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5," "," "," "
1958,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.53," "," "," "
1958,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","4,000"," "," ","3,700"," ","521,000"," "," ","115,000"," "," "," "," ","3,100"," "," "," "," "
1958,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.9," "," "," "
1958,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","42,000"," "," ","39,000"," ","5,351,000"," "," ","1,092,000"," "," "," "," ","2,800"," "," "," "," "
1958,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.96," "," "," "
1958,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","415,000"," "," ","408,000"," ","53,628,000"," "," ","10,812,000"," "," "," "," ","2,650"," "," "," "," "
1958,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",3.81," "," "," "
1958,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","251,000"," "," ","249,000"," ","42,215,000"," "," ","11,080,000"," "," "," "," ","4,450"," "," "," "," "
1958,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.94," "," "," "
1958,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","342,000"," "," ","336,000"," ","48,965,000"," "," ","9,912,000"," "," "," "," ","2,950"," "," "," "," "
1958,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","385,000"," "," ","379,000"," ","58,745,000"," "," ","11,749,000"," "," "," "," ","3,100"," "," "," "," "
1959,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","459,000"," "," ","453,000"," ","59,773,000"," "," ","12,910,000"," "," "," "," ","2,850"," "," "," "," "
1959,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","421,000"," "," ","417,000"," ","64,892,000"," "," ","13,136,000"," "," "," "," ","3,150"," "," "," "," "
1959,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","4,300"," "," ","4,100"," ","630,000"," "," ","139,000"," "," "," "," ","3,400"," "," "," "," "
1959,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.71," "," "," "
1959,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","46,000"," "," ","44,000"," ","5,595,000"," "," ","1,188,000"," "," "," "," ","2,700"," "," "," "," "
1959,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.63," "," "," "
1959,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.53," "," "," "
1959,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.19," "," "," "
1959,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","287,000"," "," ","285,000"," ","55,526,000"," "," ","13,252,000"," "," "," "," ","4,650"," "," "," "," "
1959,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.6," "," "," "
1959,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","390,000"," "," ","383,000"," ","59,901,000"," "," ","13,022,000"," "," "," "," ","3,400"," "," "," "," "
1959,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.94," "," "," "
1960,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.85," "," "," "
1960,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","420,000"," "," ","417,000"," ","62,192,000"," "," ","12,823,000"," "," "," "," ","3,075"," "," "," "," "
1960,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.39," "," "," "
1960,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","4,000"," "," ","3,800"," ","566,000"," "," ","129,000"," "," "," "," ","3,400"," "," "," "," "
1960,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.88," "," "," "
1960,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.5," "," "," "
1960,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","464,000"," "," ","458,000"," ","58,739,000"," "," ","13,053,000"," "," "," "," ","2,850"," "," "," "," "
1960,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.43," "," "," "
1960,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","290,000"," "," ","288,000"," ","60,921,000"," "," ","13,752,000"," "," "," "," ","4,775"," "," "," "," "
1960,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.41," "," "," "
1960,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","391,000"," "," ","384,000"," ","59,694,000"," "," ","13,536,000"," "," "," "," ","3,525"," "," "," "," "
1960,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","45,000"," "," ","44,000"," ","6,334,000"," "," ","1,298,000"," "," "," "," ","2,950"," "," "," "," "
1961,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.31," "," "," "
1961,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","421,000"," "," ","409,000"," ","62,982,000"," "," ","11,861,000"," "," "," "," ","2,900"," "," "," "," "
1961,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","4,000"," "," ","3,900"," ","648,000"," "," ","129,000"," "," "," "," ","3,300"," "," "," "," "
1961,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.38," "," "," "
1961,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","45,000"," "," ","44,000"," ","7,812,000"," "," ","1,452,000"," "," "," "," ","3,300"," "," "," "," "
1961,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.28," "," "," "
1961,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","465,000"," "," ","458,000"," ","70,731,000"," "," ","13,396,000"," "," "," "," ","2,925"," "," "," "," "
1961,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.78," "," "," "
1961,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","292,000"," "," ","290,000"," ","66,538,000"," "," ","13,920,000"," "," "," "," ","4,800"," "," "," "," "
1961,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.2," "," "," "
1961,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","391,000"," "," ","384,000"," ","69,888,000"," "," ","13,440,000"," "," "," "," ","3,500"," "," "," "," "
1961,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.02," "," "," "
1962,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","467,000"," "," ","462,000"," ","82,497,000"," "," ","16,401,000"," "," "," "," ","3,550"," "," "," "," "
1962,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","512,000"," "," ","508,000"," ","75,611,000"," "," ","15,494,000"," "," "," "," ","3,050"," "," "," "," "
1962,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","4,700"," "," ","4,600"," ","940,000"," "," ","193,000"," "," "," "," ","4,200"," "," "," "," "
1962,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.25," "," "," "
1962,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","50,000"," "," ","49,000"," ","8,232,000"," "," ","1,568,000"," "," "," "," ","3,200"," "," "," "," "
1962,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.88," "," "," "
1962,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.03," "," "," "
1962,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.11," "," "," "
1962,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","325,000"," "," ","323,000"," ","81,699,000"," "," ","15,988,000"," "," "," "," ","4,950"," "," "," "," "
1962,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.1," "," "," "
1962,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","430,000"," "," ","426,000"," ","83,645,000"," "," ","16,401,000"," "," "," "," ","3,850"," "," "," "," "
1962,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.87," "," "," "
1963,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","512,000"," "," ","508,000"," ","83,610,000"," "," ","16,891,000"," "," "," "," ","3,325"," "," "," "," "
1963,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.09," "," "," "
1963,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","5,000"," "," ","4,800"," ","990,000"," "," ","202,000"," "," "," "," ","4,200"," "," "," "," "
1963,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.24," "," "," "
1963,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","50,000"," "," ","49,000"," ","10,014,000"," "," ","1,911,000"," "," "," "," ","3,900"," "," "," "," "
1963,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.95," "," "," "
1963,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.9," "," "," "
1963,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.07," "," "," "
1963,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","326,000"," "," ","324,000"," ","71,046,000"," "," ","14,013,000"," "," "," "," ","4,325"," "," "," "," "
1963,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.92," "," "," "
1963,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","430,000"," "," ","426,000"," ","90,125,000"," "," ","18,318,000"," "," "," "," ","4,300"," "," "," "," "
1963,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","462,000"," "," ","459,000"," ","96,374,000"," "," ","18,934,000"," "," "," "," ","4,125"," "," "," "," "
1964,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.94," "," "," "
1964,TEXAS,48,"  ","   ",YEAR,RICE," "," "," ","464,000"," "," ","462,000"," ","94,715,000"," "," ","19,173,000"," "," "," "," ","4,150"," "," "," "," "
1964,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.08," "," "," "
1964,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","4,800"," "," ","4,600"," ","1,006,000"," "," ","198,000"," "," "," "," ","4,300"," "," "," "," "
1964,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.2," "," "," "
1964,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","50,000"," "," ","49,000"," ","9,682,000"," "," ","1,862,000"," "," "," "," ","3,800"," "," "," "," "
1964,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.84," "," "," "
1964,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","515,000"," "," ","513,000"," ","81,936,000"," "," ","16,929,000"," "," "," "," ","3,300"," "," "," "," "
1964,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.92," "," "," "
1964,CALIFORNIA,06,"  ","   ",YEAR,RICE," "," "," ","329,000"," "," ","327,000"," ","81,249,000"," "," ","16,514,000"," "," "," "," ","5,050"," "," "," "," "
1964,ARKANSAS,05,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.87," "," "," "
1964,ARKANSAS,05,"  ","   ",YEAR,RICE," "," "," ","434,000"," "," ","430,000"," ","90,046,000"," "," ","18,490,000"," "," "," "," ","4,300"," "," "," "," "
1965,LOUISIANA,22,"  ","   ",YEAR,RICE," "," "," ","517,000"," "," ","515,000"," ","87,571,000"," "," ","18,282,000"," "," "," "," ","3,550"," "," "," "," "
1965,TEXAS,48,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.04," "," "," "
1965,MISSOURI,29,"  ","   ",YEAR,RICE," "," "," ","4,800"," "," ","4,700"," ","1,056,000"," "," ","212,000"," "," "," "," ","4,500"," "," "," "," "
1965,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5.06," "," "," "
1965,MISSISSIPPI,28,"  ","   ",YEAR,RICE," "," "," ","51,000"," "," ","50,000"," ","9,361,000"," "," ","1,850,000"," "," "," "," ","3,700"," "," "," "," "
1965,LOUISIANA,22,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.79," "," "," "
1965,MISSOURI,29,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.98," "," "," "
1965,CALIFORNIA,06,"  ","   ","MARKETING YEAR",RICE," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4.88," "," "," "
