"Year_First","Year_Last","Country","PDF"
"",NA,"","internal-pdf://1347402211.pdf"
"",NA,"Thailand","internal-pdf://3475635737.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA:Connecticut, Westport",NA
"",NA,"USA",NA
"",NA,"Azerbaijan",NA
"",NA,"USA: New York",NA
"",NA,"",NA
"",NA,"",NA
"",NA,"Israel",NA
"",NA,"Israel",NA
"",NA,"Israel",NA
"",NA,"Israel",NA
"",NA,"USA: Conneticut, Bloomfield",NA
"",NA,"Egypt","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Egypt","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"England","internal-pdf://1556850690.pdf"
"",NA,"England","internal-pdf://1556850690.pdf"
"",NA,"England","internal-pdf://1556850690.pdf"
"",NA,"England","internal-pdf://1556850690.pdf"
"",NA,"USA: Conneticut, Pomfret",NA
"",NA,"USA: Conneticut, Bristol",NA
"",NA,"Kenya","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Kenya","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA: Conneticut, New Britain",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"USA: Conneticut, Brooklyn",NA
"",NA,"USA: Conneticut, Canterbury",NA
"",NA,"USA: Conneticut, East Granby",NA
"",NA,"USA: Conneticut, Putnam",NA
"",NA,"Venezuela","internal-pdf://0672362859.pdf;internal-pdf://2966712230.pdf"
"",NA,"USA: Conneticut, Mystic",NA
"",NA,"USA: Conneticut, Ledyard",NA
"",NA,"USA: Conneticut, New London",NA
"",NA,"USA: Conneticut, North Stonington",NA
"",NA,"England","internal-pdf://1556850690.pdf"
"",NA,"England","internal-pdf://1556850690.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"Tunisia","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"USA: Conneticut, Stonington",NA
"",NA,"USA: Conneticut, Milford",NA
"",NA,"USA: Conneticut, Newington",NA
"",NA,"USA: Conneticut, Glastonbury",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA: Conneticut, Greenwich",NA
"2010",NA,"Mexico","internal-pdf://0940864917.pdf"
"2010",NA,"Mexico","internal-pdf://0940864917.pdf"
"2010",NA,"Mexico","internal-pdf://0940864917.pdf"
"",NA,"Kenya","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Nigeria","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Kenya","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Nigeria","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"USA: Conneticut, New Haven",NA
"",NA,"USA: Conneticut, Hartford",NA
"",NA,"USA: Conneticut, Enfield",NA
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"USA: Conneticut, Farmington",NA
"",NA,"USA: Conneticut, Madison",NA
"",NA,"Sri Lanka","internal-pdf://3446223042.pdf;internal-pdf://2813144329.pdf"
"",NA,"USA",NA
"",NA,"USA: Conneticut, Orange",NA
"",NA,"USA: Conneticut, Columbia",NA
"",NA,"USA: Conneticut, Meriden",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA: Conneticut, Cheshire",NA
"",NA,"USA: Conneticut, Norwalk",NA
"",NA,"USA: Conneticut, Westport",NA
"",NA,"USA: Conneticut, Wilton",NA
"",NA,"USA: Conneticut, Greenwich",NA
"",NA,"USA: Conneticut, Woodbury",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA: Conneticut, Winstead",NA
"",NA,"USA: Conneticut, New Milford",NA
"",NA,"USA",NA
"",NA,"USA: Conneticut, Branford",NA
"",NA,"USA: Conneticut, Stamford",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA: Conneticut, Stamford",NA
"",NA,"USA: Conneticut, Stamford",NA
"",NA,"USA: Conneticut, Stamford",NA
"",NA,"USA: Conneticut, Stamford",NA
"",NA,"","internal-pdf://3267708254.pdf"
"",NA,"USA: Conneticut, Harwinton",NA
"",NA,"USA",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"Italy",NA
"",NA,"Venezuela","internal-pdf://0672362859.pdf;internal-pdf://2966712230.pdf"
"",NA,"Venezuela","internal-pdf://0672362859.pdf;internal-pdf://2966712230.pdf"
"",NA,"",NA
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Mexico","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Mexico","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Canada","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Botswana","internal-pdf://2853979794.pdf"
"",NA,"Canada","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Botswana","internal-pdf://2853979794.pdf"
"",NA,"Russia: Volgograd region",NA
"",NA,"",NA
"",NA,"",NA
"",NA,"Sri Lanka","internal-pdf://3446223042.pdf;internal-pdf://2813144329.pdf"
"",NA,"Sri Lanka","internal-pdf://3446223042.pdf;internal-pdf://2813144329.pdf"
"",NA,"Czech Republic","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Czech Republic","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"2007-08",NA,"USA","internal-pdf://0332192460.pdf"
"",NA,"",NA
"",NA,"",NA
"",NA,"",NA
"",NA,"",NA
"",NA,"",NA
"",NA,"Mexico: municipality of Juarez, Nuevo Leon State",NA
"",NA,"USA: Kansas",NA
"",NA,"USA",NA
"",NA,"USA: Kansas, Chapman",NA
"",NA,"USA",NA
"",NA,"USA: Texas",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA: Texas",NA
"1968",NA,"India",NA
"",NA,"USA: Suffolk Couunty, NY",NA
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"2013",2013,"Saudi Arabia","internal-pdf://0358861568.pdf"
"",NA,"United States","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Central Africa","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"2013",2013,"Saudi Arabia","internal-pdf://0358861568.pdf"
"",NA,"Central Africa","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"2013",2013,"Saudi Arabia","internal-pdf://0358861568.pdf"
"",NA,"Central Africa","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Czech Republic","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"Czech Republic","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"",NA,"USA: Suffolk Couunty, NY",NA
"",NA,"USA: Suffolk Couunty, NY",NA
"",NA,"Uganda","internal-pdf://1785267685.pdf;internal-pdf://0547881610.pdf"
"2001",NA,"Egypt: Sharqiya",NA
"Autumn 2003",NA,"Russia",NA
"2009",2013,"Tunisia",NA
"",NA,"Costa Rica","internal-pdf://3121360116.pdf"
"",NA,"Russia",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"Venezuela","internal-pdf://0672362859.pdf;internal-pdf://2966712230.pdf"
"2009",2013,"Tunisia",NA
"",NA,"Venezuela","internal-pdf://0672362859.pdf;internal-pdf://2966712230.pdf"
"",NA,"Russia",NA
"",NA,"Russia",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"Russia",NA
"",NA,"USA:Sacramento, California",NA
"",NA,"Mexico:Baja Calfornia Norte",NA
"2009",2013,"Tunisia",NA
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA","internal-pdf://2830553368.pdf"
"",NA,"USA:Louisiana",NA
"",NA,"Mexico:Baja Calfornia Norte",NA
"",NA,"Mexico:Baja Calfornia Norte",NA
"",NA,"Mexico:Baja Calfornia Norte",NA
"",NA,"Mexico:Baja Calfornia Norte",NA
"",NA,"Mexico",NA
"",NA,"Mexico",NA
"",NA,"Mexico:Tamaulipas",NA
"",NA,"Mexico:Sonora",NA
"",NA,"Mexico:Florida",NA
"",NA,"USA: Florida",NA
"2002",NA,"USA: NY, Queens",NA
"2002",NA,"USA: NY, Broome",NA
"2003",NA,"USA: NY, Westchester",NA
"2003",NA,"USA: NY, Albany",NA
"2003",NA,"USA: NY, Suffolk",NA
"2003",NA,"USA: NY, Chautauqua",NA
"2003",NA,"USA: NY, Rockland",NA
"2002",NA,"USA: NY, Clinton",NA
"2001",NA,"USA: NY, Suffolk",NA
"2003",NA,"USA: CO",NA
"2003",NA,"USA",NA
"2004",NA,"USA: TX, Harris",NA
"",NA,"Russia",NA
"",NA,"USA: Louisiana",NA
"18-Oct-04",NA,"France",NA
"21-Oct-04",NA,"France",NA
"",NA,"Argentina",NA
"20-May-04",NA,"USA: Onondaga Co., NY",NA
"20-May-04",NA,"USA: Cattaraugus Co., NY",NA
"4-Jun-04",NA,"USA: Suffolk Co., NY",NA
"14-Jul-04",NA,"USA: New York Co., NY",NA
"19-Jul-04",NA,"USA: Chautauqua Co., NY",NA
"18-Jun-04",NA,"USA: Albany Co., NY",NA
"14-Jul-04",NA,"USA: Herkimer Co., NY",NA
"24-Jul-04",NA,"USA: Niagara Co., NY",NA
"26-Jul-04",NA,"USA: Suffolk Co., NY",NA
"28-Jul-04",NA,"USA: Jefferson Co., NY",NA
"2014",2014,"United Arab Emirates","internal-pdf://1768769896.pdf"
"",NA,"Central African Repulic",";internal-pdf://0609202356.pdf"
"",NA,"Trinidad",""
"",NA,"Trinidad",""
"",NA,"Trinidad","internal-pdf://1347402211.pdf"
"2011",2012,"Mexico",NA
"",NA,"United States",NA
"",NA,"United States",""
"",NA,"United States","internal-pdf://3234834982.pdf;internal-pdf://3675301813.pdf"
"",NA,"United States","internal-pdf://3234834982.pdf;internal-pdf://3675301813.pdf"
"",NA,"United States","internal-pdf://3234834982.pdf;internal-pdf://3675301813.pdf"
"",NA,"United States","internal-pdf://2138823052.pdf"
"2008",NA,"Australia",NA
"",NA,"Mexico","internal-pdf://1272267207.pdf"
"",NA,"Mexico","internal-pdf://1272267207.pdf"
"",NA,"Mexico","internal-pdf://1272267207.pdf"
"",NA,"United States","internal-pdf://0372410551.pdf;internal-pdf://3623192274.pdf"
"",NA,"United States","internal-pdf://0372410551.pdf;internal-pdf://3623192274.pdf"
"",NA,"Mexico","internal-pdf://1272267207.pdf"
"",NA,"Mexico","internal-pdf://1272267207.pdf"
"",NA,"USA","internal-pdf://2457284182.pdf;internal-pdf://0251931699.pdf;internal-pdf://1100312109.pdf"
"",NA,"Malaysia","internal-pdf://4008234341.pdf;internal-pdf://2713438761.pdf"
"",NA,"Malaysia","internal-pdf://0779208162.pdf;internal-pdf://2026093770.pdf;internal-pdf://0657742708.pdf"
"1998",NA,"Malaysia",NA
"",NA,"Philippines","internal-pdf://4008234341.pdf;internal-pdf://2713438761.pdf"
"",NA,"Malaysia","internal-pdf://4008234341.pdf;internal-pdf://2713438761.pdf"
"2007",NA,"China",NA
"",NA,"Thailand","internal-pdf://4015761382.pdf;internal-pdf://3151144403.pdf"
"2007",NA,"China",NA
"2007",NA,"China",NA
"2007",NA,"China",NA
"2007",NA,"China",NA
"2007",NA,"China",NA
"2007",NA,"China",NA
"",NA,"Papua New Guinea","internal-pdf://0659339597.pdf;internal-pdf://2644456196.pdf;internal-pdf://0718811470.pdf"
"",NA,"Papua New Guinea","internal-pdf://0659339597.pdf;internal-pdf://2644456196.pdf;internal-pdf://0718811470.pdf"
"",NA,"Bangladesh","internal-pdf://4015761382.pdf;internal-pdf://3151144403.pdf"
"",NA,"Bangladesh","internal-pdf://4015761382.pdf;internal-pdf://3151144403.pdf"
"",2002,"Malaysia","internal-pdf://4015761382.pdf;internal-pdf://3151144403.pdf"
"",NA,"Thailand","internal-pdf://4015761382.pdf;internal-pdf://3151144403.pdf"
"",NA,"Thailand","internal-pdf://4015761382.pdf;internal-pdf://3151144403.pdf"
"",NA,"Indonesia","internal-pdf://4015761382.pdf;internal-pdf://3151144403.pdf"
"",NA,"Malaysia","internal-pdf://0503855344.pdf"
"",NA,"Malaysia","internal-pdf://0503855344.pdf"
"",NA,"Thailand","internal-pdf://4015761382.pdf;internal-pdf://3151144403.pdf"
"2007",NA,"China",NA
"2007",NA,"China",NA
"",NA,"Brazil","internal-pdf://2576187016.pdf"
"",NA,"Argentina","internal-pdf://1509977823.pdf;internal-pdf://2664590571.pdf"
"",NA,"Uruguay","internal-pdf://2576187016.pdf"
"",NA,"Brazil","internal-pdf://2576187016.pdf"
"",NA,"Brazil","internal-pdf://2576187016.pdf"
"",NA,"Argentina","internal-pdf://1509977823.pdf;internal-pdf://2664590571.pdf"
"",NA,"Argentina","internal-pdf://2576187016.pdf"
"",NA,"Venezuela","internal-pdf://2576187016.pdf"
"",NA,"Argentina","internal-pdf://1509977823.pdf;internal-pdf://2664590571.pdf"
"",NA,"India","internal-pdf://2576187016.pdf"
"",NA,"Brazil","internal-pdf://2576187016.pdf"
"",NA,"India","internal-pdf://1975170925.pdf"
"",NA,"Japan","internal-pdf://3291406011.pdf;internal-pdf://2885475449.pdf"
"",NA,"China",""
"",NA,"no location information given","internal-pdf://0033499535.pdf;internal-pdf://2006393466.pdf"
"",NA,"China",""
"",NA,"China",NA
"",NA,"no location information given","internal-pdf://0033499535.pdf;internal-pdf://2006393466.pdf"
"",NA,"no location information given","internal-pdf://0033499535.pdf;internal-pdf://2006393466.pdf"
"",NA,"Belarus","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"Brazil","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"Canada","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"Greece","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"China","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"Luthuania","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"Mexico","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"Mozambique","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"Netherlands","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"Philippines","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"Russia","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"South Africa","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"Spain","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"Thailand","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"Ukraine","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"Venezuela","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"Vietnam","internal-pdf://2955596594.pdf;internal-pdf://3617771463.pdf"
"",NA,"Japan","internal-pdf://1248263257.pdf"
"",NA,"Switzerland","internal-pdf://3693272727.pdf;internal-pdf://0997054839.pdf"
"",NA,"unknown","internal-pdf://3453139348.pdf"
"",NA,"Austria","internal-pdf://3693272727.pdf;internal-pdf://0997054839.pdf"
"1994",1994,"Austria","internal-pdf://3693272727.pdf;internal-pdf://0997054839.pdf"
"",NA,"Finland","internal-pdf://2591565957.pdf;internal-pdf://0730080335.pdf"
"",NA,"France",""
"",NA,"Unknown","internal-pdf://4178762761.pdf"
"",NA,"Unknown","internal-pdf://4178762761.pdf"
"",NA,"Switzerland","internal-pdf://1763393602.pdf"
"",NA,"Switzerland","internal-pdf://1763393602.pdf"
"2007",NA,"China",NA
"",NA,"Australia","internal-pdf://1685343207.pdf"
"1993",1993,"Austria","internal-pdf://1685343207.pdf;internal-pdf://3887666566.pdf;internal-pdf://3693272727.pdf;internal-pdf://0997054839.pdf"
"",NA,"Austria","internal-pdf://3693272727.pdf;internal-pdf://0997054839.pdf"
"",NA,"Austria","internal-pdf://3693272727.pdf;internal-pdf://0997054839.pdf"
"",NA,"Finland","internal-pdf://2591565957.pdf;internal-pdf://0730080335.pdf"
"",NA,"Germany","internal-pdf://1685343207.pdf"
"",NA,"Germany","internal-pdf://3693272727.pdf;internal-pdf://0997054839.pdf"
"",NA,"Germany","internal-pdf://3693272727.pdf;internal-pdf://0997054839.pdf"
"",NA,"Germany","internal-pdf://3693272727.pdf;internal-pdf://0997054839.pdf"
"",NA,"Germany","internal-pdf://3693272727.pdf;internal-pdf://0997054839.pdf"
"",NA,"Iran","internal-pdf://1685343207.pdf"
"",NA,"Israel","internal-pdf://1685343207.pdf"
"",NA,"Japan","internal-pdf://1685343207.pdf"
"",NA,"Liechtenstein","internal-pdf://3693272727.pdf;internal-pdf://0997054839.pdf"
"",NA,"Netherlands",""
"",NA,"Poland",""
"",NA,"Sweden",""
"",NA,"Switzerland","internal-pdf://1685343207.pdf"
"",NA,"Switzerland",""
"",NA,"United States","internal-pdf://1685343207.pdf"
"",NA,"Finland","internal-pdf://2591565957.pdf;internal-pdf://0730080335.pdf"
"",NA,"Sweden",""
"",NA,"Sweden",""
"",NA,"Belgium","internal-pdf://1077794903.pdf;internal-pdf://2143276081.pdf"
"",NA,"Turkey","internal-pdf://1077794903.pdf;internal-pdf://2143276081.pdf"
"",NA,"Switzerland","internal-pdf://3693272727.pdf;internal-pdf://0997054839.pdf"
"",NA,"Germany",""
"",NA,"Malaysia","internal-pdf://4008234341.pdf;internal-pdf://2713438761.pdf"
"",NA,"Japan","internal-pdf://4021441054.pdf"
"",NA,"unknown","internal-pdf://4178762761.pdf"
"",NA,"Finland",""
"",NA,"China","internal-pdf://0261266691.pdf"
"",NA,"Singapore","internal-pdf://3217660183.pdf;internal-pdf://4017002291.pdf;internal-pdf://1369451791.pdf;internal-pdf://0368782170.pdf"
"",NA,"Italy","internal-pdf://0261266691.pdf"
"",NA,"Japan","internal-pdf://0261266691.pdf"
"",NA,"Lichtenstein","internal-pdf://0261266691.pdf"
"",NA,"Switzerland","internal-pdf://1685343207.pdf;internal-pdf://3887666566.pdf;internal-pdf://3693272727.pdf;internal-pdf://0997054839.pdf"
"",NA,"China","internal-pdf://0261266691.pdf"
"",NA,"Japan",""
"1982",NA,"United States",NA
"",NA,"Germany",""
"",NA,"Japan","internal-pdf://3512447895.pdf;internal-pdf://3559960636.pdf"
"1982",NA,"United States",NA
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"India","internal-pdf://1082165137.pdf;internal-pdf://0456295602.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"?","internal-pdf://3133228518.pdf"
"",NA,"","internal-pdf://3133228518.pdf"
"",NA,"","internal-pdf://3133228518.pdf"
"",NA,"India","internal-pdf://1082165137.pdf;internal-pdf://0456295602.pdf"
"",NA,"United States","internal-pdf://1082165137.pdf;internal-pdf://0456295602.pdf"
"",NA,"Malaysia","internal-pdf://1082165137.pdf;internal-pdf://0456295602.pdf"
"",NA,"India","internal-pdf://1082165137.pdf;internal-pdf://0456295602.pdf"
"",NA,"Indonesia","internal-pdf://1082165137.pdf;internal-pdf://0456295602.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"Cameroon","internal-pdf://2735769979.pdf"
"",NA,"Cote d'Ivoire","internal-pdf://3416998442.pdf"
"",NA,"Liberia","internal-pdf://3416998442.pdf"
"",NA,"Sierra Leone","internal-pdf://3416998442.pdf"
"",NA,"Sierra Leone","internal-pdf://3416998442.pdf"
"",NA,"Sierra Leone","internal-pdf://3416998442.pdf"
"",NA,"Sierra Leone","internal-pdf://3416998442.pdf"
"",NA,"Tanzania","internal-pdf://2735769979.pdf"
"",NA,"Cameroon","internal-pdf://2735769979.pdf"
"",NA,"Gabon","internal-pdf://2735769979.pdf"
"",NA,"Nigeria","internal-pdf://2735769979.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"Democratic Republic of Congo","internal-pdf://2735769979.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"Democratic Republic of Congo","internal-pdf://2735769979.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"Bioko","internal-pdf://2735769979.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"Democratic Republic of Congo","internal-pdf://2735769979.pdf"
"",NA,"Democratic Republic of Congo","internal-pdf://2735769979.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"Cameroon","internal-pdf://0532875827.pdf;internal-pdf://3231319596.pdf"
"",NA,"Cameroon","internal-pdf://0532875827.pdf;internal-pdf://3231319596.pdf"
"",NA,"Nigeria","internal-pdf://2735769979.pdf"
"",NA,"Cameroon","internal-pdf://0532875827.pdf;internal-pdf://3231319596.pdf"
"",NA,"Cameroon","internal-pdf://0532875827.pdf;internal-pdf://3231319596.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"Cameroon","internal-pdf://0532875827.pdf;internal-pdf://3231319596.pdf"
"",NA,"Cameroon","internal-pdf://0532875827.pdf;internal-pdf://3231319596.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"Bioko","internal-pdf://2735769979.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"South Africa","internal-pdf://2735769979.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"1982",NA,"United States",NA
"",NA,"Cameroon","internal-pdf://1047437230.pdf;internal-pdf://2081396765.pdf"
"",NA,"","internal-pdf://2735769979.pdf"
"",NA,"Democratic Republic of Congo","internal-pdf://0120907612.pdf"
"",NA,"Bioko","internal-pdf://2735769979.pdf"
"",NA,"Cameroon","internal-pdf://2735769979.pdf"
"",NA,"Nigeria","internal-pdf://2735769979.pdf"
"",NA,"Cameroon","internal-pdf://2735769979.pdf"
"",NA,"Gabon","internal-pdf://2735769979.pdf"
"",NA,"Cameroon","internal-pdf://0532875827.pdf;internal-pdf://3231319596.pdf"
"",NA,"Cameroon","internal-pdf://0532875827.pdf;internal-pdf://3231319596.pdf"
"",NA,"Angola","internal-pdf://2735769979.pdf"
"",NA,"Cameroon","internal-pdf://2735769979.pdf"
"",NA,"Gabon","internal-pdf://2735769979.pdf"
"",NA,"Cameroon","internal-pdf://1047437230.pdf;internal-pdf://2081396765.pdf"
